method,record,output_mode,warp,num_samples,num_obs_per_sample,num_outputs,num_input_leads,num_classes_true,num_clusters_pred,fit_runtime_sec,fit_runtime_min,total_runtime_sec,total_runtime_min,cpu_start_rss_mb,cpu_end_rss_mb,cpu_peak_rss_mb,cpu_peak_delta_mb,ru_maxrss_start_mb,ru_maxrss_end_mb,gpu_peak_allocated_mb,cluster_labels_path
offline,122,single-output,on,2476,90,1,1,1,2,514.9606847613713,8.582678079356189,514.9888692598918,8.583147820998196,3931.0079206700616,4643.048336631091,4875.245556011881,580.493048451975,3931.0079206700616,4875.245556011881,0.0,
offline,122,multi-output,on,2476,90,2,2,1,1,780.7894935023198,13.013158225038664,780.7983358019901,13.013305596699835,3340.450061113653,4296.452788561369,5326.368356838687,2574.7889206932946,3340.450061113653,5326.368356838687,0.0,
online,123,single-output,off,1518,90,1,1,2,2,47.60041987351925,0.7933403312253209,47.62547393910917,0.7937578989851528,1645.998139126792,1841.5577579295143,1908.64517666362,167.71854683526246,1645.998139126792,1908.64517666362,0.0,
offline,123,single-output,off,1518,90,1,1,2,3,107.0241643254769,1.7837360720912818,107.03232167534874,1.783872027922479,3223.2973038862865,3382.753114810271,3556.1420255446887,433.47227683604353,3223.2973038862865,3556.1420255446887,0.0,
offline,123,multi-output,off,1518,90,2,2,2,3,54.22241427799428,0.903706904633238,54.22428082641102,0.9037380137735169,4030.870777655272,4091.2669923941567,4332.851851349694,603.9621473888432,4030.870777655272,4332.851851349694,0.0,
offline,123,single-output,on,1518,90,1,1,2,3,178.76862285012888,2.979477047502148,178.77840709994703,2.9796401183324503,3923.368210431856,3955.161032823239,4082.332322388771,317.9282239138316,3923.368210431856,4082.332322388771,0.0,
offline,123,multi-output,on,1518,90,2,2,2,3,461.56182569617687,7.692697094936281,461.56268781468,7.692711463577999,3347.356316539363,3689.938638662268,4241.065567421877,1377.8173218990216,3347.356316539363,4241.065567421877,0.0,
online,124,single-output,off,1619,90,1,1,6,7,123.31891183971828,2.055315197328638,123.3838196727567,2.056396994545945,1652.6088355793354,1835.481288899252,1969.1591332084124,334.1946107729015,1652.6088355793354,1969.1591332084124,0.0,
offline,124,single-output,off,1619,90,1,1,6,7,302.1651534405336,5.03608589067556,302.1881843783712,5.03646973963952,3221.6610923609933,3289.77291808351,3562.220220973577,681.1182572251677,3221.6610923609933,3562.220220973577,0.0,
offline,124,multi-output,off,1619,90,2,2,6,9,546.2101175921491,9.103501959869153,546.2289202892215,9.10381533815369,4027.903621227874,4237.848044184989,4763.739746850121,1314.7292566628305,4027.903621227874,4763.739746850121,0.0,
offline,124,single-output,on,1619,90,1,1,6,7,680.8680339770059,11.347800566283432,680.9052988103498,11.348421646839164,3938.835452808221,3981.348873356261,4151.40255554842,425.1342054803974,3938.835452808221,4151.40255554842,0.0,
offline,124,multi-output,on,1619,90,2,2,6,9,1582.7335102584634,26.378891837641056,1582.7757606708326,26.379596011180542,3352.172033626862,4855.737416946424,5697.324849307051,2103.968580901568,3352.172033626862,5697.324849307051,0.0,
online,200,single-output,off,2601,90,1,1,4,22,375.7033634046231,6.261722723410385,375.90111159117487,6.265018526519581,1655.7063251792133,2004.7681305931856,2306.340217195685,753.9302165062495,1655.7063251792133,2306.340217195685,0.0,
offline,200,single-output,off,2601,90,1,1,4,13,739.2835983753464,12.321393306255773,739.339946350633,12.322332439177217,3224.0141998883832,3819.846820466138,4375.235121144461,1388.4707516958072,3224.0141998883832,4375.235121144461,0.0,
offline,200,multi-output,off,2601,90,2,2,4,16,1323.2377561926653,22.053962603211087,1323.2833072322435,22.05472178720406,4027.8661857769766,5791.356489710084,7023.524643002622,3080.420383231344,4027.8661857769766,7023.524643002622,0.0,
offline,200,single-output,on,2601,90,1,1,4,13,1982.969251053132,33.0494875175522,1983.077781656684,33.05129636094473,3937.7661243698935,4404.156613996417,4774.769096927758,926.5312073283538,3937.7661243698935,4774.769096927758,0.0,
offline,200,multi-output,on,2601,90,2,2,4,16,3497.3523827114022,58.28920637852337,3497.4457430777634,58.29076238462939,3351.8794210472524,7317.751690255493,9030.492219747886,4281.851323730983,3351.8794210472524,9030.492219747886,0.0,
online,201,single-output,off,1963,90,1,1,7,10,177.0279635494024,2.9504660591567062,177.12114067308747,2.9520190112181246,1648.3236231069295,1936.915203647104,2100.6453008552267,409.325243020306,1648.3236231069295,2100.6453008552267,0.0,
offline,201,single-output,off,1963,90,1,1,7,6,284.482851756447,4.741380862607451,284.5045349545261,4.741742249242102,3237.733889159022,3744.141959282874,4061.42506442002,793.2077628428644,3237.733889159022,4061.42506442002,0.0,
offline,201,multi-output,off,1963,90,2,2,7,10,691.2558227907091,11.52093037984515,691.2796185305111,11.521326975508519,4015.136404774917,4790.104286222651,5494.767332121886,1761.657614748086,4015.136404774917,5494.767332121886,0.0,
offline,201,single-output,on,1963,90,1,1,7,6,652.7730565971926,10.879550943286544,652.8087837542209,10.880146395903683,3931.178704584463,3991.849914558059,4216.510672129066,561.6518939275169,3931.178704584463,4216.510672129066,0.0,
offline,201,multi-output,on,1963,90,2,2,7,10,1788.2299735496258,29.803832892493762,1788.277709604561,29.80462849340935,3349.7898825586226,5430.47012446484,6472.735475988472,2605.6633788090794,3349.7898825586226,6472.735475988472,0.0,
online,202,single-output,off,2136,90,1,1,5,6,138.7243020020194,2.312071700033657,138.79731832772637,2.3132886387954397,1652.55876735686,1883.33260766625,2004.6330366563063,303.25107247514154,1652.55876735686,2004.6330366563063,0.0,
offline,202,single-output,off,2136,90,1,1,5,8,433.8478397805625,7.230797329676041,433.8809075334624,7.2313484588910395,3216.543275074944,3803.509626205633,4206.291573447064,1006.9548681035774,3216.543275074944,4206.291573447064,0.0,
offline,202,multi-output,off,2136,90,2,2,5,7,479.9045624246487,7.998409373744145,479.9210826241475,7.9986847104024585,4022.085534202085,4663.475918933929,5360.847545809515,1743.4290671889655,4022.085534202085,5360.847545809515,0.0,
offline,202,single-output,on,2136,90,1,1,5,8,1010.2919932402413,16.838199887337353,1010.3472878948262,16.83912146491377,3939.9720541743,4106.428896260452,4386.555649047981,700.3168819688212,3939.9720541743,4386.555649047981,0.0,
offline,202,multi-output,on,2136,90,2,2,5,7,1285.5610596618387,21.426017661030645,1285.5953771793138,21.42658961965523,3351.632700790887,5038.690606886067,6057.519538849904,2547.072329909592,3351.632700790887,6057.519538849904,0.0,
online,203,single-output,off,2980,90,1,1,5,38,601.9512893279133,10.032521488798555,602.2681211358014,10.037802018930023,1644.5161476754436,2134.076962941919,2583.635539702037,1123.896441900295,1644.5161476754436,2583.635539702037,0.0,
offline,203,single-output,off,2980,90,1,1,5,12,774.6848316621303,12.911413861035504,774.7438779088552,12.912397965147587,3225.4104965783954,4235.522923448662,4946.827569140305,1778.2616142291065,3225.4104965783954,4946.827569140305,0.0,
offline,203,multi-output,off,2980,90,2,2,5,7,643.0380244383973,10.717300407306622,643.0601603322413,10.717669338870687,4031.5004441969336,5929.119033007433,6895.278666236433,2415.3990830725,4031.5004441969336,6895.278666236433,0.0,
offline,203,single-output,on,2980,90,1,1,5,12,2008.7766395436408,33.47961065906068,2008.8865826206577,33.48144304367763,3932.063804870105,4716.762328676103,5130.497610922729,1034.3382056165658,3932.063804870105,5130.497610922729,0.0,
offline,203,multi-output,on,2980,90,2,2,5,7,1593.7592354024073,26.562653923373453,1593.8017801419207,26.563363002365346,3349.7530398677773,5863.751301339736,7463.882754257559,4000.328632294559,3349.7530398677773,7463.882754257559,0.0,
online,205,single-output,off,2656,90,1,1,4,9,203.05890663349928,3.384315110558321,203.16578491690373,3.3860964152817288,1653.0820361520607,1949.516525819109,2144.57402402494,487.64374551457627,1653.0820361520607,2144.57402402494,0.0,
offline,205,single-output,off,2656,90,1,1,4,7,465.0464083490237,7.750773472483728,465.0818540475112,7.7513642341251865,3220.065796386716,4180.909901605813,4743.000401413893,1405.2262495202006,3220.065796386716,4743.000401413893,0.0,
offline,205,multi-output,off,2656,90,2,2,4,10,814.5743088122565,13.576238480204275,814.602349658587,13.576705827643115,4019.3043304488942,5585.913884762436,6555.7650365141735,2424.6278793793435,4019.3043304488942,6555.7650365141735,0.0,
offline,205,single-output,on,2656,90,1,1,4,7,1234.829393683964,20.580489894732736,1234.8969775758012,20.58161629293002,3922.093472261887,4762.236386485661,5054.450586300952,730.5354995382272,3922.093472261887,5054.450586300952,0.0,
offline,205,multi-output,on,2656,90,2,2,4,10,2285.3918368336545,38.08986394722758,2285.452844417626,38.09088074029376,3355.42874012651,6213.331671061663,7766.784755477362,3883.6327110392463,3355.42874012651,7766.784755477362,0.0,
online,207,single-output,off,2332,90,1,1,6,36,546.4792636657803,9.107987727763005,546.7668982570674,9.11278163761779,1641.702320852898,2044.5577234023203,2442.3901958592155,994.581181142238,1641.702320852898,2442.3901958592155,0.0,
offline,207,single-output,off,2332,90,1,1,6,15,777.7255787748074,12.962092979580124,777.78485678637,12.9630809464395,3219.955198343294,3773.782886000946,4309.5648486952905,1339.454906735862,3219.955198343294,4309.5648486952905,0.0,
offline,207,multi-output,off,2332,90,2,2,6,9,682.1509219223218,11.369182032038697,682.1744042356834,11.369573403928056,4019.397690924039,5071.24761638308,5926.945583952471,2139.2449189234767,4019.397690924039,5926.945583952471,0.0,
offline,207,single-output,on,2332,90,1,1,6,15,2009.499096052056,33.4916516008676,2009.6090786701,33.49348464450166,3932.3325661432777,4217.548244111891,4566.769127291763,873.0522079496795,3932.3325661432777,4566.769127291763,0.0,
offline,207,multi-output,on,2332,90,2,2,6,9,1676.8388906192583,27.947314843654304,1676.8836531355923,27.948060885593204,3344.988666662392,5586.830459254687,6810.287724789966,3058.643163838198,3344.988666662392,6810.287724789966,0.0,
online,208,single-output,off,2955,90,1,1,5,30,486.7359579035779,8.112265965059631,486.9921471272589,8.116535785454314,1646.818974436502,2054.041811369897,2434.111616851412,950.1745137037864,1646.818974436502,2434.111616851412,0.0,
offline,208,single-output,off,2955,90,1,1,5,11,664.5630623106632,11.076051038511054,664.6137151089854,11.076895251816422,3220.007001022144,4292.845081535938,4944.519275514323,1629.1854849459628,3220.007001022144,4944.519275514323,0.0,
offline,208,multi-output,off,2955,90,2,2,5,17,1497.6494294485628,24.960823824142714,1497.7009844228037,24.961683073713395,4020.618741365045,6157.601445643792,7517.803891157132,3400.5061137833486,4020.618741365045,7517.803891157132,0.0,
offline,208,single-output,on,2955,90,1,1,5,11,1951.08421180271,32.51807019671183,1951.190997294706,32.51984995491177,3928.629046510148,4948.100923403816,5317.250687278838,922.8744096875567,3928.629046510148,5317.250687278838,0.0,
offline,208,multi-output,on,2955,90,2,2,5,17,3846.1062124405607,64.10177020734268,3846.2088826452655,64.10348137742109,3357.643533943332,7964.118638267216,9928.77555320472,4911.642287343764,3357.643533943332,9928.77555320472,0.0,
online,209,single-output,off,3005,90,1,1,3,6,173.65262430337756,2.8942104050562927,173.7440248467072,2.89573374744512,1652.6186913077615,1997.913981762127,2197.3882261457525,498.68561095906375,1652.6186913077615,2197.3882261457525,0.0,
offline,209,single-output,off,3005,90,1,1,3,9,634.5245547534223,10.575409245890372,634.5729180256611,10.576215300427686,3209.419578949295,4192.840719921078,4917.270220297679,1811.0737509415032,3209.419578949295,4917.270220297679,0.0,
offline,209,multi-output,off,3005,90,2,2,3,6,596.6527681691388,9.94421280281898,596.6733073003192,9.944555121671986,4033.124929599701,5932.05487661802,6842.001195444497,2274.865797066193,4033.124929599701,6842.001195444497,0.0,
offline,209,single-output,on,3005,90,1,1,3,9,1661.0672216610958,27.684453694351596,1661.1581341288563,27.685968902147604,3930.340219222072,4852.404813011817,5207.212153100472,887.0183502216388,3930.340219222072,5207.212153100472,0.0,
offline,209,multi-output,on,3005,90,2,2,3,6,1433.6406319031116,23.89401053171853,1433.678902343141,23.894648372385685,3350.2473644286247,5893.501520722503,7442.535924045304,3872.586008307002,3350.2473644286247,7442.535924045304,0.0,
online,210,single-output,off,2649,90,1,1,5,11,226.9808201964105,3.783013669940175,227.10028957025145,3.7850048261708573,1638.3056302198383,1926.54814100436,2157.8154094674305,578.1681711576758,1638.3056302198383,2157.8154094674305,0.0,
offline,210,single-output,off,2649,90,1,1,5,9,573.8632858396114,9.564388097326857,573.9070255280333,9.565117092133887,3218.8791603577115,4117.530038569598,4667.330379578627,1374.5008525225714,3218.8791603577115,4667.330379578627,0.0,
offline,210,multi-output,off,2649,90,2,2,5,9,743.9410353449563,12.399017255749271,743.9666447166555,12.399444078610925,4019.645896216849,5485.274473451868,6416.770307029404,2328.739583943838,4019.645896216849,6416.770307029404,0.0,
offline,210,single-output,on,2649,90,1,1,5,9,1627.4618617847832,27.12436436307972,1627.550934985501,27.125848916425017,3930.843181687615,4593.621490371756,4924.63235676894,827.5271659929587,3930.843181687615,4924.63235676894,0.0,
offline,210,multi-output,on,2649,90,2,2,5,9,1885.1982606384872,31.419971010641454,1885.2485852214909,31.420809753691515,3348.7111450546795,5977.577410049314,7438.733157783021,3652.889369334269,3348.7111450546795,7438.733157783021,0.0,
online,212,single-output,off,2747,90,1,1,2,5,140.32083716118504,2.338680619353084,140.39469380924004,2.339911563487334,1647.5291651509754,1956.4907110318509,2125.3482477163075,422.1438417111415,1647.5291651509754,2125.3482477163075,0.0,
offline,212,single-output,off,2747,90,1,1,2,4,349.8009665242878,5.83001610873813,349.8276282495854,5.830460470826424,3230.399269342321,4333.267498538904,4887.845019056399,1386.443801293737,3230.399269342321,4887.845019056399,0.0,
offline,212,multi-output,off,2747,90,2,2,2,3,314.01636928649947,5.233606154774991,314.0271789629908,5.233786316049846,4026.276069207464,5541.722543947268,6192.901558458875,1627.947536279018,4026.276069207464,6192.901558458875,0.0,
offline,212,single-output,on,2747,90,1,1,2,4,896.189353089036,14.9364892181506,896.2384027509688,14.937306712516147,3933.741237587023,4642.085811757963,4945.822910922898,759.3427479123382,3933.741237587023,4945.822910922898,0.0,
offline,212,multi-output,on,2747,90,2,2,2,3,1209.9934550823382,20.166557584705636,1210.014751368158,20.166912522802633,3361.6911296833814,4994.523123943884,6193.71879316855,2997.989173061667,3361.6911296833814,6193.71879316855,0.0,
online,213,single-output,off,3250,90,1,1,5,23,412.99188020572586,6.883198003428764,413.2092548776778,6.886820914627963,1665.1471957776355,2005.6142536177288,2365.5821178319097,899.9196605354506,1665.1471957776355,2365.5821178319097,0.0,
offline,213,single-output,off,3250,90,1,1,5,12,783.8984897835484,13.064974829725806,783.9582382925462,13.065970638209103,3224.522439346137,4390.320158435798,5131.077956032446,1851.894493991623,3224.522439346137,5131.077956032446,0.0,
offline,213,multi-output,off,3250,90,2,2,5,15,1332.1855645816288,22.203092743027145,1332.2314236399077,22.20385706066513,4023.748415716592,6553.904981103407,7983.739978935923,3574.5874945812902,4023.748415716592,7983.739978935923,0.0,
offline,213,single-output,on,3250,90,1,1,5,12,2289.508110709371,38.15846851182285,2289.633418601543,38.160556976692384,3928.2156741542985,5062.605357786707,5509.382405337394,1116.9426188767168,3928.2156741542985,5509.382405337394,0.0,
offline,213,multi-output,on,3250,90,2,2,5,15,3529.308361553448,58.8218060258908,3529.402574971365,58.82337624952275,3353.495102247956,7798.374461131663,9899.078832968427,5251.760929591911,3353.495102247956,9899.078832968427,0.0,
online,214,single-output,off,2262,90,1,1,4,18,303.5365417148163,5.058942361913605,303.696305524574,5.061605092076233,1648.3450349849932,1976.681615019956,2212.0649048513355,588.4582245784487,1648.3450349849932,2212.0649048513355,0.0,
offline,214,single-output,off,2262,90,1,1,4,12,645.0004950370983,10.750008250618304,645.0496567823799,10.750827613039664,3228.412585804519,3585.834933663344,4086.510819279833,1251.6897140412214,3228.412585804519,4086.510819279833,0.0,
offline,214,multi-output,off,2262,90,2,2,4,12,902.7513117683052,15.04585519613842,902.7823880133255,15.046373133555425,4029.5718817725246,5109.298328540331,6045.571039548328,2340.681777519992,4029.5718817725246,6045.571039548328,0.0,
offline,214,single-output,on,2262,90,1,1,4,12,1574.8332023983485,26.247220039972476,1574.919395160974,26.248656586016235,3937.968943753671,4245.497405091394,4592.406133852394,867.271821902501,3937.968943753671,4592.406133852394,0.0,
offline,214,multi-output,on,2262,90,2,2,4,12,2156.7333080967755,35.94555513494626,2156.7908811948664,35.946514686581104,3341.382401714788,6279.206584421368,7572.323158851948,3232.791436076452,3341.382401714788,7572.323158851948,0.0,
online,215,single-output,off,3363,90,1,1,4,10,245.69758250978072,4.094959708496345,245.82690328812345,4.097115054802058,1649.288734538686,2000.7535154714824,2255.98311525398,638.0739994562424,1649.288734538686,2255.98311525398,0.0,
offline,215,single-output,off,3363,90,1,1,4,7,548.5322425176245,9.142204041960408,548.5740514814825,9.142900858024708,3223.775979100628,4563.90864454435,5376.054109307747,2030.3636619084928,3223.775979100628,5376.054109307747,0.0,
offline,215,multi-output,off,3363,90,2,2,4,16,1459.9735739520038,24.332892899200065,1460.023831975355,24.333730532922583,4027.2212855258913,6694.043941883146,8245.848287499159,3879.510864040032,4027.2212855258913,8245.848287499159,0.0,
offline,215,single-output,on,3363,90,1,1,4,7,1486.020547675383,24.767009127923053,1486.101879600648,24.7683646600108,3935.0919985462056,5131.791652806626,5520.576149721589,971.961242287408,3935.0919985462056,5520.576149721589,0.0,
offline,215,multi-output,on,3363,90,2,2,4,16,3736.334032406132,62.27223387343553,3736.433772288175,62.27389620480292,3344.003221858809,8291.296090962463,10506.089638941194,5536.9838699468255,3344.003221858809,10506.089638941194,0.0,
online,217,single-output,off,2208,90,1,1,4,22,351.8450735492874,5.86408455915479,352.030264133186,5.867171068886433,1661.5375658932885,1975.150810823412,2226.4159391835456,628.1628209003355,1661.5375658932885,2226.4159391835456,0.0,
offline,217,single-output,off,2208,90,1,1,4,10,545.0052857910598,9.083421429850997,545.0468259313284,9.08411376552214,3223.002376079075,3599.6183181471893,4052.519070226391,1132.2518801980036,3223.002376079075,4052.519070226391,0.0,
offline,217,multi-output,off,2208,90,2,2,4,11,802.8565600091091,13.380942666818486,802.8841974845132,13.381403291408553,4027.813383757648,5125.089845160128,5970.537777463141,2113.619830757533,4027.813383757648,5970.537777463141,0.0,
offline,217,single-output,on,2208,90,1,1,4,10,1455.4276882521767,24.257128137536277,1455.5073457886451,24.258455763144084,3930.540567070621,4243.124402883376,4565.246739597169,805.3058417844826,3930.540567070621,4565.246739597169,0.0,
offline,217,multi-output,on,2208,90,2,2,4,11,2205.2036707888096,36.75339451314683,2205.2625377830605,36.75437562971767,3357.344052746552,5950.709714247745,7190.025801580283,3098.290218331343,3357.344052746552,7190.025801580283,0.0,
online,219,single-output,off,2154,90,1,1,4,10,190.39343841117204,3.173223973519534,190.49365033590965,3.174894172265161,1646.4946200533675,1958.6289314142173,2141.3491506129144,456.80054799674207,1646.4946200533675,2141.3491506129144,0.0,
offline,219,single-output,off,2154,90,1,1,4,10,485.2395145715447,8.087325242859079,485.2764993825634,8.087941656376056,3221.154012157981,3769.0984311825737,4230.850646397643,1154.3805380376727,3221.154012157981,4230.850646397643,0.0,
offline,219,multi-output,off,2154,90,2,2,4,12,884.3252445535538,14.738754075892563,884.3556865009863,14.739261441683105,4031.571850866693,5089.668520796536,5973.798155098892,2210.324085755889,4031.571850866693,5973.798155098892,0.0,
offline,219,single-output,on,2154,90,1,1,4,10,1428.3077693597177,23.80512948932863,1428.3859425861474,23.80643237643579,3934.409059237365,4184.735563321464,4482.551297244753,744.5393348082227,3934.409059237365,4482.551297244753,0.0,
offline,219,multi-output,on,2154,90,2,2,4,12,2357.3779139024737,39.28963189837456,2357.440843124814,39.2906807187469,3354.604284097198,6082.765434064065,7343.203785146222,3151.0958777053934,3354.604284097198,7343.203785146222,0.0,
online,220,single-output,off,2048,90,1,1,2,3,94.54935932131238,1.5758226553552064,94.59912455145565,1.5766520758575941,1652.6761513704823,1846.522715830724,1953.842398875675,268.29920761237764,1652.6761513704823,1953.842398875675,0.0,
offline,220,single-output,off,2048,90,1,1,2,7,352.84612551039163,5.880768758506528,352.87301933679856,5.881216988946643,3224.956704051871,3632.5116945166737,4053.058018644637,1051.365810319907,3224.956704051871,4053.058018644637,0.0,
offline,220,multi-output,off,2048,90,2,2,2,3,103.79066156765144,1.7298443594608572,103.79423444978148,1.729903907496358,4026.440549436141,4671.2225098972,5106.124395635962,1087.2547143469042,4026.440549436141,5106.124395635962,0.0,
offline,220,single-output,on,2048,90,1,1,2,7,1034.6052815091955,17.243421358486593,1034.6619068631087,17.244365114385143,3938.530781080604,3996.4711461483903,4228.232606419534,579.4036506778598,3938.530781080604,4228.232606419534,0.0,
offline,220,multi-output,on,2048,90,2,2,2,3,833.7517685237306,13.895862808728843,833.7620420879113,13.896034034798522,3347.8154364847587,4230.70295884955,5015.277121556887,1961.4354067683448,3347.8154364847587,5015.277121556887,0.0,
online,221,single-output,off,2427,90,1,1,2,6,144.34275328866278,2.4057125548110463,144.41872683717207,2.4069787806195344,1639.6827320901934,1885.312802318092,2045.7794270152435,401.1665617428784,1639.6827320901934,2045.7794270152435,0.0,
offline,221,single-output,off,2427,90,1,1,2,9,529.1377569443629,8.818962615739382,529.1780876663172,8.81963479443862,3227.1494075639184,3833.4922751520735,4308.9094121524095,1188.5428425008404,3227.1494075639184,4308.9094121524095,0.0,
offline,221,multi-output,off,2427,90,2,2,2,7,525.71837434396,8.761972905732668,525.736471634764,8.762274527246067,4022.63550814313,5236.387973564519,6024.0791727976175,1969.2279980827464,4022.63550814313,6024.0791727976175,0.0,
offline,221,single-output,on,2427,90,1,1,2,9,1337.1913720612574,22.286522867687623,1337.264558363363,22.287742639389382,3926.6698198065337,4294.201067011547,4635.603811197358,853.5068604645265,3926.6698198065337,4635.603811197358,0.0,
offline,221,multi-output,on,2427,90,2,2,2,7,1681.359053654022,28.022650894233703,1681.4039368342271,28.02339894723712,3342.7278705774334,5545.733143165498,6734.260548298881,2971.318512833457,3342.7278705774334,6734.260548298881,0.0,
online,222,single-output,off,2483,90,1,1,4,3,112.75050385371588,1.879175064228598,112.80984909744171,1.8801641516240286,1650.4954974290974,1897.4500597601373,2037.0330800713173,348.957550777949,1650.4954974290974,2037.0330800713173,0.0,
offline,222,single-output,off,2483,90,1,1,4,3,251.23621945002492,4.187270324167082,251.2553685997096,4.1875894766618265,3230.8995692128865,4094.533677483896,4566.156082539778,1179.056012639706,3230.8995692128865,4566.156082539778,0.0,
offline,222,multi-output,off,2483,90,2,2,4,4,282.5893496910883,4.709822494851471,282.5990775261594,4.7099846254359905,4023.703807510591,5174.560790047388,5859.9575370934535,1713.4918676151633,4023.703807510591,5859.9575370934535,0.0,
offline,222,single-output,on,2483,90,1,1,4,3,570.9008342054794,9.515013903424657,570.9320803844464,9.515534673074107,3944.814303773164,4460.634281066329,4703.590420198518,607.3903478304712,3944.814303773164,4703.590420198518,0.0,
offline,222,multi-output,on,2483,90,2,2,4,4,1045.1795277074796,17.419658795124658,1045.197510478049,17.419958507967483,3358.287519518425,4941.546773807196,6031.785781702145,2725.5975197373737,3358.287519518425,6031.785781702145,0.0,
online,223,single-output,off,2605,90,1,1,6,20,343.63046655178226,5.727174442529704,343.8113334489768,5.73018889081628,1652.110854878744,1974.97423487732,2254.3844145134644,698.5254490903619,1652.110854878744,2254.3844145134644,0.0,
offline,223,single-output,off,2605,90,1,1,6,10,601.5178190684873,10.025296984474787,601.5636665771804,10.026061109619672,3227.6797102138366,4142.67659344046,4734.577804443487,1479.753027507567,3227.6797102138366,4734.577804443487,0.0,
offline,223,multi-output,off,2605,90,2,2,6,11,870.1248463918326,14.50208077319721,870.154799505799,14.502579991763318,4030.319632152484,5588.067061160537,6558.247100898927,2425.450099345974,4030.319632152484,6558.247100898927,0.0,
offline,223,single-output,on,2605,90,1,1,6,10,1477.8372952624547,24.63062158770758,1477.9181793071875,24.631969655119793,3933.07536626842,4464.845836000663,4800.970636464801,840.3120011603451,3933.07536626842,4800.970636464801,0.0,
offline,223,multi-output,on,2605,90,2,2,6,11,2331.913466382557,38.86522443970929,2331.975715842069,38.86626193070115,3342.9356257957497,6416.3170244097855,7907.027075363319,3726.775127383836,3342.9356257957497,7907.027075363319,0.0,
online,228,single-output,off,2053,90,1,1,3,16,257.18481696859425,4.286413616143237,257.3201839525449,4.288669732542415,1651.9156308006775,1919.646545411803,2130.7493620174287,527.7570415140643,1651.9156308006775,2130.7493620174287,0.0,
offline,228,single-output,off,2053,90,1,1,3,10,490.4520357085322,8.174200595142203,490.4894178163567,8.174823630272611,3229.919969991539,3707.737609814729,4094.328468790504,966.4771474394354,3229.919969991539,4094.328468790504,0.0,
offline,228,multi-output,off,2053,90,2,2,3,14,1033.220997407997,17.22034995679995,1033.2565649319174,17.22094274886529,4021.652834461687,4871.274913428459,5794.123702422575,2307.1219724852904,4021.652834461687,5794.123702422575,0.0,
offline,228,single-output,on,2053,90,1,1,3,10,1294.618764394933,21.576979406582215,1294.6896206403303,21.578160344005504,3933.27534588756,4013.7824079801103,4335.810656350312,805.0706209255027,3933.27534588756,4335.810656350312,0.0,
offline,228,multi-output,on,2053,90,2,2,3,14,2637.9913433004544,43.966522388340906,2638.061763381509,43.967696056358484,3358.5634386856154,6341.318802266178,7635.890947898674,3236.430364081242,3358.5634386856154,7635.890947898674,0.0,
online,230,single-output,off,2256,90,1,1,2,6,143.01838222474734,2.383639703745789,143.093658702105,2.38489431170175,1650.900289551313,1848.9782963383125,2015.079668212659,415.25342968586654,1650.900289551313,2015.079668212659,0.0,
offline,230,single-output,off,2256,90,1,1,2,3,201.15673188004777,3.3526121980007964,201.1720639861321,3.3528677331022014,3226.806752742444,3817.130366272207,4232.593832637293,1038.658665912716,3226.806752742444,4232.593832637293,0.0,
offline,230,multi-output,off,2256,90,2,2,2,4,220.5566118311976,3.67594353051996,220.5642042558451,3.6760700709307517,4019.356324669391,4957.166646520058,5529.537961544829,1430.9282875619276,4019.356324669391,5529.537961544829,0.0,
offline,230,single-output,on,2256,90,1,1,2,3,431.26267415915976,7.187711235985996,431.2862777517474,7.18810462919579,3937.613165604793,4464.457500472231,4650.888855978355,466.0783887653104,3937.613165604793,4650.888855978355,0.0,
offline,230,multi-output,on,2256,90,2,2,2,4,1167.2501819391853,19.454169698986423,1167.2715704133198,19.45452617355533,3347.74143033183,4620.156930303506,5632.647735893336,2531.227013974576,3347.74143033183,5632.647735893336,0.0,
online,231,single-output,off,1571,90,1,1,4,6,110.47499172574813,1.841249862095802,110.53313927352389,1.8422189878920647,1648.1635402791658,1791.9880105949878,1903.241376286354,278.1334142284153,1648.1635402791658,1903.241376286354,0.0,
offline,231,single-output,off,1571,90,1,1,4,7,278.4936056755413,4.6415600945923545,278.51483237507114,4.641913872917852,3222.5972109789413,3469.7045883999795,3678.271509739901,521.4173033498034,3222.5972109789413,3678.271509739901,0.0,
offline,231,multi-output,off,1571,90,2,2,4,4,125.89199114343312,2.098199852390552,125.89632484011332,2.0982720806685555,4022.239839175618,4099.865897167019,4410.370129132628,776.2605799140216,4022.239839175618,4410.370129132628,0.0,
offline,231,single-output,on,1571,90,1,1,4,7,769.2193378077488,12.820322296795814,769.2614382280915,12.821023970468191,3938.252580261025,3986.3118081710486,4178.5487198111405,480.59227910023,3938.252580261025,4178.5487198111405,0.0,
offline,231,multi-output,on,1571,90,2,2,4,4,791.3807408792007,13.189679014653345,791.3908882054075,13.18984813675679,3359.002209439805,3755.210816913913,4330.082760206995,1437.1798582327042,3359.002209439805,4330.082760206995,0.0,
online,232,single-output,off,1780,90,1,1,3,3,75.54081143251314,1.259013523875219,75.58057167936337,1.2596761946560562,1646.4559471988089,1806.4818092674127,1913.9230044198364,268.60298788105894,1646.4559471988089,1913.9230044198364,0.0,
offline,232,single-output,off,1780,90,1,1,3,3,135.54320304573972,2.259053384095662,135.55353410823355,2.2592255684705593,3222.7860241337216,3650.380717374685,3961.177160080147,776.9911067636567,3222.7860241337216,3961.177160080147,0.0,
