0,1
15.0,-164.0
15.0,-163.95367
15.0,-163.90735
15.0,-163.86101
15.0,-163.81468
15.0,-163.76834
15.0,-163.722
15.0,-163.67566
15.0,-163.62932
15.0,-163.58296
