record,method,fit_minutes,n_samples,n_true_clusters,n_pred_clusters,acc,ari,ami,nmi,homogeneity,completeness,v_measure,silhouette,dbscan_score,dbscan_eps,dbscan_min_samples,dbscan_retained_fraction,dbscan_n_clusters_no_noise,dec_k,dec_auto_k_silhouette
103,DEC,0.9685381174087524,2084,2,2,0.9990403071017274,0.0001313249853864881,0.0010435406352288473,0.0019922722061228547,0.09144382512408625,0.0010071069431852888,0.0019922722061228547,0.3089042603969574,,,,,,2,0.3641001582145691
103,HDP-GPC,nan,2084,2,4,0.9990403071017274,-0.001778851176915682,-0.0011229798008372644,0.00027775214220753674,0.001702642803679016,0.00015120947270610158,0.00027775214220753674,0.020478155463933945,,,,,,,
104,CAE+DPGMM,0.6459724148114522,2229,5,24,0.9506505159264244,0.40614197326582624,0.5065630960746064,0.511577709951023,0.864911461705598,0.3632022683126323,0.5115777099510229,0.25401148200035095,,,,,,,
104,CAE+DBSCAN,0.6361151456832885,2229,5,4,0.7886944818304172,0.5214210829142714,0.5225651377612865,0.5238239625110085,0.5852114909165913,0.47409258739714155,0.5238239625110085,0.3165145814418793,0.5626264214515686,0.3454194018020082,10.0,0.7312696276357111,3.0,,
104,DEC,0.990957216421763,2229,5,4,0.9102736653207717,0.8162370654106128,0.6945272068834989,0.6953819784692957,0.7514893091700856,0.6470706994184265,0.6953819784692958,0.5029709935188293,,,,,,4,0.5301764607429504
104,HDP-GPC,nan,2229,5,15,0.9183490354419022,0.33468422147799537,0.49283682924688105,0.49632068283669795,0.7851543754262125,0.3628423511852763,0.4963206828366979,0.11540232598781586,,,,,,,
105,CAE+DPGMM,0.7606431444485983,2572,3,35,0.9922239502332815,0.031267352893885436,0.08159021698188132,0.08649232212072368,0.761912481405068,0.045848523789092065,0.08649232212072369,0.28011125326156616,,,,,,,
105,CAE+DBSCAN,0.7432760159174602,2572,3,5,0.9821150855365475,0.03304261771522243,0.012395937179641783,0.016411581017217104,0.0260678810861908,0.011975505905510565,0.0164115810172171,0.542795717716217,0.5855530500411987,1.4924417857437993,3.0,0.9572317262830482,4.0,,
105,DEC,1.1493249654769897,2572,3,2,0.9821150855365475,-4.824312683791927e-05,-0.0010032620853289295,7.01001158967961e-05,0.00028832585567120216,3.9900527567807136e-05,7.01001158967961e-05,0.30450356006622314,,,,,,2,0.4362271726131439
105,HDP-GPC,nan,2572,3,4,0.9863919129082426,0.6609336578964566,0.4936285650750802,0.4957791016178119,0.6189548417142129,0.41349175318768505,0.4957791016178119,0.4947921633720398,,,,,,,
106,CAE+DPGMM,0.5997517188390096,2027,2,19,0.9985199802664035,0.4352222510321041,0.5463250604284963,0.5485084488719659,0.993697589795544,0.3788008548484985,0.5485084488719658,0.36988046765327454,,,,,,,
106,CAE+DBSCAN,0.5848832845687866,2027,2,4,0.9990133201776024,0.9087448335561874,0.797623336494031,0.7978360047233616,0.9910878323001928,0.6676509984765923,0.7978360047233615,0.6203531622886658,0.6812926530838013,0.4761909924377116,10.0,0.9373458312777504,3.0,,
106,DEC,0.9235617438952128,2027,2,4,0.8672915638875185,0.3045404520951317,0.37730711640394926,0.3778832954257987,0.5343124593601671,0.29230575677063064,0.3778832954257987,0.45676562190055847,,,,,,4,0.6689202189445496
106,HDP-GPC,nan,2027,2,4,0.9916132215096202,0.8908100913008891,0.7678509535253595,0.7681049213737592,0.9191332625816723,0.6597048332581681,0.7681049213737592,0.6627891659736633,,,,,,,
107,CAE+DPGMM,0.7298173268636067,2137,2,10,1.0,0.08595917419096498,0.19422741781412128,0.19630084664657224,1.0000000000000004,0.10883236613024448,0.19630084664657224,0.18540309369564056,,,,,,,
107,CAE+DBSCAN,0.6403491854667663,2137,2,3,0.9751988769302761,0.5884314642623284,0.47148457584139786,0.4726545718870968,0.6864816051838737,0.36039715197459393,0.4726545718870967,0.6965389251708984,0.8906807899475098,0.3838434923765385,5.0,0.941974730931212,2.0,,
